NAME,GEOID,Albedo,YEAR
Keokuk,19107,0.1624666690826416,2009
Winnebago,19189,0.17269999980926515,2009
Kearny,20093,0.171750009059906,2009
Mitchell,20123,0.1581250031789144,2009
Stanton,20187,0.16973333358764647,2009
Anderson,21005,0.14166666070620218,2009
Bullitt,21029,0.139444457160102,2009
Clark,21049,0.16057143892560685,2009
Daviess,21059,0.15766666332880655,2009
Elliott,21063,0.1374999980131785,2009
Hardin,21093,0.1456875056028366,2009
Harrison,21097,0.15133333206176758,2009
Hopkins,21107,0.14435715334756033,2009
Leslie,21131,0.13254544951698996,2009
McCreary,21147,0.13109091195193204,2009
Madison,21151,0.1525000035762787,2009
Marion,21155,0.1518889003329807,2009
Morgan,21175,0.1408000111579895,2009
Autauga,01001,0.12373332977294922,2009
Baldwin,01003,5000.063671875,2009
Clarke,01025,0.11256249994039536,2009
DeKalb,01049,0.1439500093460083,2009
Fayette,01057,0.12556248903274536,2009
Jefferson,01073,0.12127586068778202,2009
Mobile,01097,10000.008333333333,2009
Montgomery,01101,0.1298823637120864,2009
Wilcox,01131,0.11663635210557417,2009
Fairbanks North Star,02090,0.11209550064601255,2009
Nome,02180,12532.875547765118,2009
Southeast Fairbanks,02240,753.2480125523012,2009
Apache,04001,0.17162541163007553,2009
Gila,04007,0.11072499752044677,2009
La Paz,04012,0.18883185260063778,2009
Maricopa,04013,0.18311658782274734,2009
Carroll,05015,0.1384444369210137,2009
Clark,05019,0.1172272725538774,2009
Conway,05029,0.1289375126361847,2009
Jefferson,05069,0.13931818441911178,2009
Lafayette,05073,0.1250769175015963,2009
Mississippi,05093,0.1584814742759422,2009
Phillips,05107,0.1543333265516493,2009
Prairie,05117,0.15106666882832845,2009
Sebastian,05131,0.13630769802973822,2009
White,05145,0.13755555506105777,2009
Butte,06007,0.11952083309491475,2009
Calaveras,06009,0.11530000368754069,2009
Colusa,06011,0.14519999367850167,2009
El Dorado,06017,8333.340494791666,2009
Fresno,06019,0.14275316648845432,2009
Humboldt,06023,7547.191037735849,2009
Lake,06033,2702.7761824324325,2009
Los Angeles,06037,10784.33455882353,2009
Mendocino,06045,2127.739029255319,2009
Monterey,06053,4878.126143292683,2009
Santa Barbara,06083,15277.734375,2009
Sonoma,06097,4545.525568181818,2009
Yolo,06113,0.15703447933854728,2009
Costilla,08023,0.13114285469055176,2009
Eagle,08037,0.1049523807707287,2009
Fremont,08043,0.11122500896453857,2009
Hinsdale,08053,0.09763333797454835,2009
Jackson,08057,0.11604444715711805,2009
La Plata,08067,0.11365000009536744,2009
Ouray,08091,0.10953845427586482,2009
San Juan,08111,0.09891666968663533,2009
New Haven,09009,5882.420955882353,2009
District of Columbia,11001,0.11999999731779099,2009
Brevard,12009,31428.335714285713,2009
Columbia,12023,0.1165263150867663,2009
Duval,12031,4761.956473214285,2009
Gilchrist,12041,0.12557142972946167,2009
Gulf,12045,0.10280000368754069,2009
Lee,12071,27272.53693181818,2009
Okeechobee,12093,15789.424342105263,2009
Osceola,12097,6250.04443359375,2009
Pinellas,12103,24999.833984375,2009
Polk,12105,3773.665978773585,2009
Putnam,12107,5000.054296875,2009
Suwannee,12121,0.12766667207082114,2009
Taylor,12123,4166.734375,2009
Union,12125,0.11319999694824219,2009
Appling,13001,0.12490909749811346,2009
Baker,13007,0.13149998585383096,2009
Brantley,13025,0.1093999981880188,2009
Bryan,13029,0.10254545645280318,2009
Chatham,13051,18181.727272727272,2009
Hall,13139,0.12418181245977228,2009
Haralson,13143,0.125,2009
Houston,13153,0.12575000524520874,2009
Mitchell,13205,0.141090913252397,2009
Montgomery,13209,0.11150000244379044,2009
Muscogee,13215,0.11779999732971191,2009
Oconee,13219,0.12833333015441895,2009
Pierce,13229,0.12262499332427979,2009
Talbot,13263,0.11150000095367432,2009
Tattnall,13267,0.12383332848548889,2009
Union,13291,0.13481818545948376,2009
Maui,15009,59258.71296296296,2009
Adams,16003,0.10365853658536585,2009
Bannock,16005,6451.673891129032,2009
Blaine,16013,0.11764103327042018,2009
Butte,16023,0.13484375178813934,2009
Camas,16025,0.12583871041574785,2009
Cassia,16031,0.14756944444444445,2009
Clearwater,16035,0.09375714574541365,2009
Franklin,16041,0.1396842128352115,2009
Fremont,16043,0.11649999947383485,2009
Idaho,16049,0.09014229152513586,2009
Lewis,16061,0.13664286477225168,2009
Alexander,17003,0.14300000667572021,2009
Cass,17017,0.15655554665459526,2009
Clinton,17027,0.15392307134775016,2009
DuPage,17043,0.1365833282470703,2009
McDonough,17109,0.16953333218892416,2009
Mason,17125,0.1531333287556966,2009
Pulaski,17153,0.15579999685287477,2009
Allen,18003,0.15989999771118163,2009
Gibson,18051,0.15186665852864584,2009
Harrison,18061,0.15153845456930307,2009
Jackson,18071,0.15933332840601602,2009
Miami,18103,0.16008333365122476,2009
Perry,18123,0.14263636415654962,2009
Pulaski,18131,0.15708332260449728,2009
Wells,18179,0.16971428053719656,2009
Cass,19029,0.17259999910990398,2009
Goliad,48175,0.14280952726091659,2009
Grimes,48185,0.14504545385187323,2009
Hidalgo,48215,0.16944116704604206,2009
Houston,48225,0.13312499225139618,2009
Irion,48235,0.14662500222524008,2009
Kleberg,48273,7692.368389423077,2009
Lamar,48277,0.145600004196167,2009
Martin,48317,0.1823499917984009,2009
Newton,48351,3703.776909722222,2009
Orange,48361,0.13214285033089773,2009
Rains,48379,28571.24776785714,2009
Robertson,48395,0.1503333364214216,2009
San Patricio,48409,0.14768749475479126,2009
Smith,48423,0.12965384813455436,2009
Terrell,48443,0.17656138905307703,2009
Travis,48453,0.14604167143503824,2009
Van Zandt,48467,0.14831579358954178,2009
Walker,48471,0.12323808670043945,2009
Washington,48477,0.15457143102373397,2009
Wharton,48481,0.15388887899893303,2009
Winkler,48495,0.19366667005750868,2009
Wood,48499,0.13623529322007122,2009
Beaver,49001,0.14936707895013351,2009
Box Elder,49003,37233.77659574468,2009
Duchesne,49013,0.13220689488553453,2009
Emery,49015,0.20454471867258955,2009
Grand,49019,0.16962246019013075,2009
Kane,49025,0.17287878556685013,2009
Tooele,49045,42050.97435897436,2009
Windsor,50027,0.14435483563330867,2009
Nicholas,21181,0.15299999713897705,2009
Owsley,21189,0.13950000206629434,2009
Pike,21195,0.13000000606883655,2009
Whitley,21235,0.13436362960121848,2009
Wolfe,21237,0.12933332721392313,2009
Ascension,22005,0.1281666656335195,2009
Beauregard,22011,0.11656665802001953,2009
Bienville,22013,0.11365216711293095,2009
Bossier,22015,0.12134783164314601,2009
Catahoula,22025,0.13035000562667848,2009
Concordia,22029,5555.626736111111,2009
LaSalle,22059,0.11217646739062141,2009
