"location_id","fips","location_name"
1515,20165,"Rush County"
1499,20167,"Russell County"
1503,20169,"Saline County"
1510,20171,"Scott County"
1540,20173,"Sedgwick County"
1558,20175,"Seward County"
1490,20177,"Shawnee County"
1478,20179,"Sheridan County"
1476,20181,"Sherman County"
1467,20183,"Smith County"
1528,20185,"Stafford County"
1542,20187,"Stanton County"
1556,20189,"Stevens County"
1551,20191,"Sumner County"
1477,20193,"Thomas County"
1495,20195,"Trego County"
1492,20197,"Wabaunsee County"
1498,20199,"Wallace County"
1469,20201,"Washington County"
1511,20203,"Wichita County"
1546,20205,"Wilson County"
1535,20207,"Woodson County"
1493,20209,"Wyandotte County"
1655,21001,"Adair County"
1678,21003,"Allen County"
1600,21005,"Anderson County"
1657,21007,"Ballard County"
1663,21009,"Barren County"
1592,21011,"Bath County"
1675,21013,"Bell County"
1565,21015,"Boone County"
1590,21017,"Bourbon County"
1584,21019,"Boyd County"
1629,21021,"Boyle County"
1570,21023,"Bracken County"
1630,21025,"Breathitt County"
1605,21027,"Breckinridge County"
1602,21029,"Bullitt County"
1648,21031,"Butler County"
1649,21033,"Caldwell County"
1683,21035,"Calloway County"
1566,21037,"Campbell County"
1673,21039,"Carlisle County"
1572,21041,"Carroll County"
1583,21043,"Carter County"
1637,21045,"Casey County"
1664,21047,"Christian County"
1603,21049,"Clark County"
1651,21051,"Clay County"
1680,21053,"Clinton County"
1638,21055,"Crittenden County"
1677,21057,"Cumberland County"
1615,21059,"Daviess County"
1652,21061,"Edmonson County"
1594,21063,"Elliott County"
1621,21065,"Estill County"
1595,21067,"Fayette County"
1582,21069,"Fleming County"
1623,21071,"Floyd County"
1589,21073,"Franklin County"
1684,21075,"Fulton County"
1569,21077,"Gallatin County"
1622,21079,"Garrard County"
1571,21081,"Grant County"
1676,21083,"Graves County"
1634,21085,"Grayson County"
1643,21087,"Green County"
1574,21089,"Greenup County"
1609,21091,"Hancock County"
1606,21093,"Hardin County"
1669,21095,"Harlan County"
1580,21097,"Harrison County"
1644,21099,"Hart County"
1611,21101,"Henderson County"
1579,21103,"Henry County"
1682,21105,"Hickman County"
1636,21107,"Hopkins County"
1635,21109,"Jackson County"
1588,21111,"Jefferson County"
1608,21113,"Jessamine County"
1607,21115,"Johnson County"
1567,21117,"Kenton County"
1641,21119,"Knott County"
1668,21121,"Knox County"
1626,21123,"Larue County"
1653,21125,"Laurel County"
1593,21127,"Lawrence County"
1628,21129,"Lee County"
1654,21131,"Leslie County"
1656,21133,"Letcher County"
1577,21135,"Lewis County"
1633,21137,"Lincoln County"
1646,21139,"Livingston County"
1666,21141,"Logan County"
1661,21143,"Lyon County"
1658,21145,"McCracken County"
1674,21147,"McCreary County"
1631,21149,"McLean County"
1616,21151,"Madison County"
1619,21153,"Magoffin County"
1627,21155,"Marion County"
1667,21157,"Marshall County"
1613,21159,"Martin County"
1573,21161,"Mason County"
1596,21163,"Meade County"
1604,21165,"Menifee County"
1612,21167,"Mercer County"
1662,21169,"Metcalfe County"
1681,21171,"Monroe County"
1597,21173,"Montgomery County"
1601,21175,"Morgan County"
1647,21177,"Muhlenberg County"
1610,21179,"Nelson County"
1586,21181,"Nicholas County"
1625,21183,"Ohio County"
1581,21185,"Oldham County"
1576,21187,"Owen County"
1639,21189,"Owsley County"
1568,21191,"Pendleton County"
1645,21193,"Perry County"
1624,21195,"Pike County"
1614,21197,"Powell County"
1650,21199,"Pulaski County"
1578,21201,"Robertson County"
1640,21203,"Rockcastle County"
1587,21205,"Rowan County"
1660,21207,"Russell County"
1585,21209,"Scott County"
1591,21211,"Shelby County"
1679,21213,"Simpson County"
1599,21215,"Spencer County"
1642,21217,"Taylor County"
1665,21219,"Todd County"
1670,21221,"Trigg County"
1575,21223,"Trimble County"
1618,21225,"Union County"
1659,21227,"Warren County"
1617,21229,"Washington County"
1671,21231,"Wayne County"
1632,21233,"Webster County"
1672,21235,"Whitley County"
1620,21237,"Wolfe County"
1598,21239,"Woodford County"
1732,22001,"Acadia Parish"
1721,22003,"Allen Parish"
1734,22005,"Ascension Parish"
1740,22007,"Assumption Parish"
1713,22009,"Avoyelles Parish"
1722,22011,"Beauregard Parish"
1696,22013,"Bienville Parish"
1686,22015,"Bossier Parish"
1685,22017,"Caddo Parish"
1730,22019,"Calcasieu Parish"
1701,22021,"Caldwell Parish"
1741,22023,"Cameron Parish"
1706,22025,"Catahoula Parish"
1688,22027,"Claiborne Parish"
1710,22029,"Concordia Parish"
1700,22031,"De Soto Parish"
1724,22033,"East Baton Rouge Parish"
1692,22035,"East Carroll Parish"
1718,22037,"East Feliciana Parish"
1720,22039,"Evangeline Parish"
1699,22041,"Franklin Parish"
1709,22043,"Grant Parish"
1746,22045,"Iberia Parish"
1729,22047,"Iberville Parish"
1698,22049,"Jackson Parish"
1748,22051,"Jefferson Parish"
1731,22053,"Jefferson Davis Parish"
1733,22055,"Lafayette Parish"
1744,22057,"Lafourche Parish"
1707,22059,"LaSalle Parish"
1693,22061,"Lincoln Parish"
1727,22063,"Livingston Parish"
1697,22065,"Madison Parish"
1690,22067,"Morehouse Parish"
1705,22069,"Natchitoches Parish"
1737,22071,"Orleans Parish"
1694,22073,"Ouachita Parish"
1745,22075,"Plaquemines Parish"
1714,22077,"Pointe Coupee Parish"
1711,22079,"Rapides Parish"
1703,22081,"Red River Parish"
1695,22083,"Richland Parish"
1708,22085,"Sabine Parish"
1742,22087,"Saint Bernard Parish"
1739,22089,"Saint Charles Parish"
1717,22091,"Saint Helena Parish"
1736,22093,"Saint James Parish"
1735,22095,"Saint John the Baptist Parish"
1723,22097,"Saint Landry Parish"
1728,22099,"Saint Martin Parish"
1743,22101,"Saint Mary Parish"
1725,22103,"Saint Tammany Parish"
1716,22105,"Tangipahoa Parish"
1702,22107,"Tensas Parish"
1747,22109,"Terrebonne Parish"
1689,22111,"Union Parish"
1738,22113,"Vermilion Parish"
1712,22115,"Vernon Parish"
1715,22117,"Washington Parish"
1687,22119,"Webster Parish"
1726,22121,"West Baton Rouge Parish"
1691,22123,"West Carroll Parish"
1719,22125,"West Feliciana Parish"
1704,22127,"Winn Parish"
1758,23001,"Androscoggin County"
1749,23003,"Aroostook County"
1762,23005,"Cumberland County"
1754,23007,"Franklin County"
1759,23009,"Hancock County"
1757,23011,"Kennebec County"
1760,23013,"Knox County"
1761,23015,"Lincoln County"
1755,23017,"Oxford County"
1752,23019,"Penobscot County"
1751,23021,"Piscataquis County"
1763,23023,"Sagadahoc County"
1750,23025,"Somerset County"
1756,23027,"Waldo County"
1753,23029,"Washington County"
1764,23031,"York County"
1766,24001,"Allegany County"
1778,24003,"Anne Arundel County"
1771,24005,"Baltimore County"
1782,24009,"Calvert County"
1779,24011,"Caroline County"
1770,24013,"Carroll County"
1767,24015,"Cecil County"
1783,24017,"Charles County"
1784,24019,"Dorchester County"
1772,24021,"Frederick County"
1768,24023,"Garrett County"
1769,24025,"Harford County"
1775,24027,"Howard County"
1773,24029,"Kent County"
1776,24031,"Montgomery County"
1780,24033,"Prince George's County"
1777,24035,"Queen Anne's County"
1786,24037,"Saint Mary's County"
1788,24039,"Somerset County"
1781,24041,"Talbot County"
1765,24043,"Washington County"
1785,24045,"Wicomico County"
1787,24047,"Worcester County"
1774,24510,"Baltimore City"
1800,25001,"Barnstable County"
1790,25003,"Berkshire County"
1799,25005,"Bristol County"
1801,25007,"Dukes County"
1789,25009,"Essex County"
1791,25011,"Franklin County"
1796,25013,"Hampden County"
1794,25015,"Hampshire County"
1792,25017,"Middlesex County"
1802,25019,"Nantucket County"
1798,25021,"Norfolk County"
1797,25023,"Plymouth County"
1795,25025,"Suffolk County"
1793,25027,"Worcester County"
1829,26001,"Alcona County"
1810,26003,"Alger County"
1870,26005,"Allegan County"
1822,26007,"Alpena County"
1823,26009,"Antrim County"
1842,26011,"Arenac County"
1806,26013,"Baraga County"
1872,26015,"Barry County"
1846,26017,"Bay County"
1832,26019,"Benzie County"
1879,26021,"Berrien County"
1883,26023,"Branch County"
1877,26025,"Calhoun County"
1885,26027,"Cass County"
1821,26029,"Charlevoix County"
1819,26031,"Cheboygan County"
1816,26033,"Chippewa County"
1843,26035,"Clare County"
1865,26037,"Clinton County"
1828,26039,"Crawford County"
1815,26041,"Delta County"
1813,26043,"Dickinson County"
1871,26045,"Eaton County"
1818,26047,"Emmet County"
1860,26049,"Genesee County"
1844,26051,"Gladwin County"
1808,26053,"Gogebic County"
1830,26055,"Grand Traverse County"
1857,26057,"Gratiot County"
1882,26059,"Hillsdale County"
1804,26061,"Houghton County"
1845,26063,"Huron County"
1869,26065,"Ingham County"
1864,26067,"Ionia County"
1834,26069,"Iosco County"
1812,26071,"Iron County"
1849,26073,"Isabella County"
1875,26075,"Jackson County"
1876,26077,"Kalamazoo County"
1827,26079,"Kalkaska County"
1859,26081,"Kent County"
1803,26083,"Keweenaw County"
1840,26085,"Lake County"
1858,26087,"Lapeer County"
1826,26089,"Leelanau County"
1881,26091,"Lenawee County"
1868,26093,"Livingston County"
1809,26095,"Luce County"
1814,26097,"Mackinac County"
1866,26099,"Macomb County"
1833,26101,"Manistee County"
1807,26103,"Marquette County"
1839,26105,"Mason County"
1851,26107,"Mecosta County"
1817,26109,"Menominee County"
1847,26111,"Midland County"
1836,26113,"Missaukee County"
1880,26115,"Monroe County"
1856,26117,"Montcalm County"
1825,26119,"Montmorency County"
1855,26121,"Muskegon County"
1850,26123,"Newaygo County"
1867,26125,"Oakland County"
1848,26127,"Oceana County"
1838,26129,"Ogemaw County"
1805,26131,"Ontonagon County"
1841,26133,"Osceola County"
1831,26135,"Oscoda County"
1824,26137,"Otsego County"
1861,26139,"Ottawa County"
1820,26141,"Presque Isle County"
1837,26143,"Roscommon County"
1854,26145,"Saginaw County"
1862,26147,"Saint Clair County"
1884,26149,"Saint Joseph County"
1853,26151,"Sanilac County"
1811,26153,"Schoolcraft County"
1863,26155,"Shiawassee County"
1852,26157,"Tuscola County"
1878,26159,"Van Buren County"
1874,26161,"Washtenaw County"
1873,26163,"Wayne County"
1835,26165,"Wexford County"
1905,27001,"Aitkin County"
1928,27003,"Anoka County"
1903,27005,"Becker County"
1892,27007,"Beltrami County"
1919,27009,"Benton County"
1925,27011,"Big Stone County"
1953,27013,"Blue Earth County"
1950,27015,"Brown County"
1908,27017,"Carlton County"
1938,27019,"Carver County"
1901,27021,"Cass County"
1935,27023,"Chippewa County"
1924,27025,"Chisago County"
1904,27027,"Clay County"
1896,27029,"Clearwater County"
1972,27031,"Cook County"
1958,27033,"Cottonwood County"
1907,27035,"Crow Wing County"
1939,27037,"Dakota County"
1956,27039,"Dodge County"
1917,27041,"Douglas County"
1963,27043,"Faribault County"
1971,27045,"Fillmore County"
1965,27047,"Freeborn County"
1944,27049,"Goodhue County"
1916,27051,"Grant County"
1934,27053,"Hennepin County"
1969,27055,"Houston County"
1902,27057,"Hubbard County"
1923,27059,"Isanti County"
1898,27061,"Itasca County"
1967,27063,"Jackson County"
1915,27065,"Kanabec County"
1929,27067,"Kandiyohi County"
1887,27069,"Kittson County"
1889,27071,"Koochiching County"
1933,27073,"Lac qui Parle County"
1893,27075,"Lake County"
1886,27077,"Lake of the Woods County"
1948,27079,"Le Sueur County"
1947,27081,"Lincoln County"
1946,27083,"Lyon County"
1937,27085,"McLeod County"
1900,27087,"Mahnomen County"
1891,27089,"Marshall County"
1968,27091,"Martin County"
1931,27093,"Meeker County"
1914,27095,"Mille Lacs County"
1913,27097,"Morrison County"
1970,27099,"Mower County"
1957,27101,"Murray County"
1951,27103,"Nicollet County"
1966,27105,"Nobles County"
1899,27107,"Norman County"
1960,27109,"Olmsted County"
1909,27111,"Otter Tail County"
1895,27113,"Pennington County"
1911,27115,"Pine County"
1955,27117,"Pipestone County"
1894,27119,"Polk County"
1921,27121,"Pope County"
1936,27123,"Ramsey County"
1897,27125,"Red Lake County"
1945,27127,"Redwood County"
1941,27129,"Renville County"
1949,27131,"Rice County"
1964,27133,"Rock County"
1888,27135,"Roseau County"
1890,27137,"Saint Louis County"
1942,27139,"Scott County"
1926,27141,"Sherburne County"
1943,27143,"Sibley County"
1920,27145,"Stearns County"
1959,27147,"Steele County"
1922,27149,"Stevens County"
1930,27151,"Swift County"
1912,27153,"Todd County"
1918,27155,"Traverse County"
1952,27157,"Wabasha County"
1906,27159,"Wadena County"
1954,27161,"Waseca County"
1932,27163,"Washington County"
1962,27165,"Watonwan County"
1910,27167,"Wilkin County"
1961,27169,"Winona County"
1927,27171,"Wright County"
1940,27173,"Yellow Medicine County"
2037,28001,"Adams County"
1973,28003,"Alcorn County"
2046,28005,"Amite County"
2009,28007,"Attala County"
1976,28009,"Benton County"
1993,28011,"Bolivar County"
1992,28013,"Calhoun County"
2002,28015,"Carroll County"
1995,28017,"Chickasaw County"
2006,28019,"Choctaw County"
2028,28021,"Claiborne County"
2026,28023,"Clarke County"
1999,28025,"Clay County"
1985,28027,"Coahoma County"
2030,28029,"Copiah County"
2034,28031,"Covington County"
1977,28033,"DeSoto County"
2042,28035,"Forrest County"
2039,28037,"Franklin County"
2050,28039,"George County"
2044,28041,"Greene County"
1997,28043,"Grenada County"
2054,28045,"Hancock County"
2053,28047,"Harrison County"
2024,28049,"Hinds County"
2007,28051,"Holmes County"
2008,28053,"Humphreys County"
2014,28055,"Issaquena County"
1988,28057,"Itawamba County"
2052,28059,"Jackson County"
2025,28061,"Jasper County"
2032,28063,"Jefferson County"
2035,28065,"Jefferson Davis County"
2033,28067,"Jones County"
2017,28069,"Kemper County"
1983,28071,"Lafayette County"
2041,28073,"Lamar County"
2022,28075,"Lauderdale County"
2036,28077,"Lawrence County"
2016,28079,"Leake County"
1986,28081,"Lee County"
1998,28083,"Leflore County"
2038,28085,"Lincoln County"
2000,28087,"Lowndes County"
2018,28089,"Madison County"
2040,28091,"Marion County"
1978,28093,"Marshall County"
1994,28095,"Monroe County"
2003,28097,"Montgomery County"
2015,28099,"Neshoba County"
2023,28101,"Newton County"
2010,28103,"Noxubee County"
2004,28105,"Oktibbeha County"
1984,28107,"Panola County"
2049,28109,"Pearl River County"
2043,28111,"Perry County"
2047,28113,"Pike County"
1989,28115,"Pontotoc County"
1981,28117,"Prentiss County"
1987,28119,"Quitman County"
2021,28121,"Rankin County"
2019,28123,"Scott County"
2012,28125,"Sharkey County"
2029,28127,"Simpson County"
2027,28129,"Smith County"
2051,28131,"Stone County"
1996,28133,"Sunflower County"
1991,28135,"Tallahatchie County"
1980,28137,"Tate County"
1975,28139,"Tippah County"
1974,28141,"Tishomingo County"
1979,28143,"Tunica County"
1982,28145,"Union County"
2048,28147,"Walthall County"
2020,28149,"Warren County"
2005,28151,"Washington County"
2031,28153,"Wayne County"
2001,28155,"Webster County"
2045,28157,"Wilkinson County"
2011,28159,"Winston County"
1990,28161,"Yalobusha County"
2013,28163,"Yazoo County"
2066,29001,"Adair County"
2072,29003,"Andrew County"
2059,29005,"Atchison County"
2092,29007,"Audrain County"
2160,29009,"Barry County"
2137,29011,"Barton County"
2117,29013,"Bates County"
2115,29015,"Benton County"
2141,29017,"Bollinger County"
2095,29019,"Boone County"
2079,29021,"Buchanan County"
2161,29023,"Butler County"
2080,29025,"Caldwell County"
2099,29027,"Callaway County"
2120,29029,"Camden County"
2142,29031,"Cape Girardeau County"
2085,29033,"Carroll County"
2153,29035,"Carter County"
2107,29037,"Cass County"
2132,29039,"Cedar County"
2082,29041,"Chariton County"
2154,29043,"Christian County"
2055,29045,"Clark County"
2090,29047,"Clay County"
2081,29049,"Clinton County"
2109,29051,"Cole County"
2100,29053,"Cooper County"
2122,29055,"Crawford County"
2143,29057,"Dade County"
2131,29059,"Dallas County"
2071,29061,"Daviess County"
2073,29063,"DeKalb County"
2135,29065,"Dent County"
2156,29067,"Douglas County"
2168,29069,"Dunklin County"
2112,29071,"Franklin County"
2110,29073,"Gasconade County"
2064,29075,"Gentry County"
2146,29077,"Greene County"
2069,29079,"Grundy County"
2062,29081,"Harrison County"
2114,29083,"Henry County"
2127,29085,"Hickory County"
2068,29087,"Holt County"
2093,29089,"Howard County"
2158,29091,"Howell County"
2136,29093,"Iron County"
2096,29095,"Jackson County"
2148,29097,"Jasper County"
2116,29099,"Jefferson County"
2104,29101,"Johnson County"
2067,29103,"Knox County"
2133,29105,"Laclede County"
2094,29107,"Lafayette County"
2150,29109,"Lawrence County"
2070,29111,"Lewis County"
2097,29113,"Lincoln County"
2075,29115,"Linn County"
2076,29117,"Livingston County"
2167,29119,"McDonald County"
2074,29121,"Macon County"
2138,29123,"Madison County"
2119,29125,"Maries County"
2078,29127,"Marion County"
2061,29129,"Mercer County"
2118,29131,"Miller County"
2155,29133,"Mississippi County"
2105,29135,"Moniteau County"
2084,29137,"Monroe County"
2098,29139,"Montgomery County"
2113,29141,"Morgan County"
2163,29143,"New Madrid County"
2157,29145,"Newton County"
2060,29147,"Nodaway County"
2162,29149,"Oregon County"
2111,29151,"Osage County"
2166,29153,"Ozark County"
2169,29155,"Pemiscot County"
2130,29157,"Perry County"
2103,29159,"Pettis County"
2124,29161,"Phelps County"
2087,29163,"Pike County"
2088,29165,"Platte County"
2134,29167,"Polk County"
2129,29169,"Pulaski County"
2058,29171,"Putnam County"
2083,29173,"Ralls County"
2086,29175,"Randolph County"
2089,29177,"Ray County"
2140,29179,"Reynolds County"
2164,29181,"Ripley County"
2102,29183,"Saint Charles County"
2121,29185,"Saint Clair County"
2125,29186,"Sainte Genevieve County"
2126,29187,"Saint Francois County"
2106,29189,"Saint Louis County"
2091,29195,"Saline County"
2057,29197,"Schuyler County"
2056,29199,"Scotland County"
2151,29201,"Scott County"
2147,29203,"Shannon County"
2077,29205,"Shelby County"
2152,29207,"Stoddard County"
2159,29209,"Stone County"
2065,29211,"Sullivan County"
2165,29213,"Taney County"
2139,29215,"Texas County"
2128,29217,"Vernon County"
2101,29219,"Warren County"
2123,29221,"Washington County"
2149,29223,"Wayne County"
2144,29225,"Webster County"
2063,29227,"Worth County"
2145,29229,"Wright County"
2108,29510,"Saint Louis City"
2222,30001,"Beaverhead County"
2221,30003,"Big Horn County"
2177,30005,"Blaine County"
2205,30007,"Broadwater County"
2225,30009,"Carbon County"
2219,30011,"Carter County"
2193,30013,"Cascade County"
2183,30015,"Chouteau County"
2202,30017,"Custer County"
2180,30019,"Daniels County"
2192,30021,"Dawson County"
2214,30023,"Deer Lodge County"
2209,30025,"Fallon County"
2191,30027,"Fergus County"
2171,30029,"Flathead County"
2216,30031,"Gallatin County"
2189,30033,"Garfield County"
2172,30035,"Glacier County"
2206,30037,"Golden Valley County"
2204,30039,"Granite County"
2175,30041,"Hill County"
2211,30043,"Jefferson County"
2198,30045,"Judith Basin County"
2188,30047,"Lake County"
2190,30049,"Lewis and Clark County"
2174,30051,"Liberty County"
2170,30053,"Lincoln County"
2187,30055,"McCone County"
2223,30057,"Madison County"
2201,30059,"Meagher County"
2197,30061,"Mineral County"
2194,30063,"Missoula County"
2207,30065,"Musselshell County"
2217,30067,"Park County"
2195,30069,"Petroleum County"
2178,30071,"Phillips County"
2182,30073,"Pondera County"
2224,30075,"Powder River County"
2196,30077,"Powell County"
2200,30079,"Prairie County"
2210,30081,"Ravalli County"
2185,30083,"Richland County"
2181,30085,"Roosevelt County"
2203,30087,"Rosebud County"
2184,30089,"Sanders County"
2176,30091,"Sheridan County"
2218,30093,"Silver Bow County"
2220,30095,"Stillwater County"
2215,30097,"Sweet Grass County"
2186,30099,"Teton County"
2173,30101,"Toole County"
2213,30103,"Treasure County"
2179,30105,"Valley County"
2208,30107,"Wheatland County"
2199,30109,"Wibaux County"
2212,30111,"Yellowstone County"
2295,31001,"Adams County"
2241,31003,"Antelope County"
2262,31005,"Arthur County"
2268,31007,"Banner County"
2253,31009,"Blaine County"
2258,31011,"Boone County"
2240,31013,"Box Butte County"
2230,31015,"Boyd County"
2235,31017,"Brown County"
2288,31019,"Buffalo County"
2254,31021,"Burt County"
2271,31023,"Butler County"
2285,31025,"Cass County"
2234,31027,"Cedar County"
2299,31029,"Chase County"
2231,31031,"Cherry County"
2273,31033,"Cheyenne County"
2296,31035,"Clay County"
2259,31037,"Colfax County"
2244,31039,"Cuming County"
2266,31041,"Custer County"
2238,31043,"Dakota County"
2227,31045,"Dawes County"
2289,31047,"Dawson County"
2282,31049,"Deuel County"
2237,31051,"Dixon County"
2260,31053,"Dodge County"
2275,31055,"Douglas County"
2309,31057,"Dundy County"
2297,31059,"Fillmore County"
2310,31061,"Franklin County"
2300,31063,"Frontier County"
2315,31065,"Furnas County"
2305,31067,"Gage County"
2255,31069,"Garden County"
2250,31071,"Garfield County"
2301,31073,"Gosper County"
2247,31075,"Grant County"
2263,31077,"Greeley County"
2291,31079,"Hall County"
2284,31081,"Hamilton County"
2314,31083,"Harlan County"
2298,31085,"Hayes County"
2313,31087,"Hitchcock County"
2232,31089,"Holt County"
2249,31091,"Hooker County"
2277,31093,"Howard County"
2308,31095,"Jefferson County"
2306,31097,"Johnson County"
2302,31099,"Kearney County"
2280,31101,"Keith County"
2229,31103,"Keya Paha County"
2281,31105,"Kimball County"
2233,31107,"Knox County"
2287,31109,"Lancaster County"
2278,31111,"Lincoln County"
2265,31113,"Logan County"
2248,31115,"Loup County"
2264,31117,"McPherson County"
2246,31119,"Madison County"
2279,31121,"Merrick County"
2257,31123,"Morrill County"
2270,31125,"Nance County"
2304,31127,"Nemaha County"
2312,31129,"Nuckolls County"
2293,31131,"Otoe County"
2318,31133,"Pawnee County"
2292,31135,"Perkins County"
2303,31137,"Phelps County"
2239,31139,"Pierce County"
2261,31141,"Platte County"
2274,31143,"Polk County"
2316,31145,"Red Willow County"
2317,31147,"Richardson County"
2236,31149,"Rock County"
2294,31151,"Saline County"
2283,31153,"Sarpy County"
2272,31155,"Saunders County"
2256,31157,"Scotts Bluff County"
2286,31159,"Seward County"
2228,31161,"Sheridan County"
2276,31163,"Sherman County"
2226,31165,"Sioux County"
2245,31167,"Stanton County"
2307,31169,"Thayer County"
2251,31171,"Thomas County"
2243,31173,"Thurston County"
2267,31175,"Valley County"
2269,31177,"Washington County"
2242,31179,"Wayne County"
2311,31181,"Webster County"
2252,31183,"Wheeler County"
2290,31185,"York County"
2326,32001,"Churchill County"
2335,32003,"Clark County"
2331,32005,"Douglas County"
2320,32007,"Elko County"
2334,32009,"Esmeralda County"
2323,32011,"Eureka County"
2319,32013,"Humboldt County"
2322,32015,"Lander County"
2333,32017,"Lincoln County"
2327,32019,"Lyon County"
2332,32021,"Mineral County"
2330,32023,"Nye County"
2324,32027,"Pershing County"
2328,32029,"Storey County"
2321,32031,"Washoe County"
2325,32033,"White Pine County"
2329,32510,"Carson City"
2339,33001,"Belknap County"
2338,33003,"Carroll County"
2345,33005,"Cheshire County"
2336,33007,"Coos County"
2337,33009,"Grafton County"
2344,33011,"Hillsborough County"
2340,33013,"Merrimack County"
2343,33015,"Rockingham County"
2342,33017,"Strafford County"
2341,33019,"Sullivan County"
2364,34001,"Atlantic County"
2348,34003,"Bergen County"
2359,34005,"Burlington County"
2361,34007,"Camden County"
2366,34009,"Cape May County"
2365,34011,"Cumberland County"
2351,34013,"Essex County"
2362,34015,"Gloucester County"
2352,34017,"Hudson County"
2353,34019,"Hunterdon County"
2358,34021,"Mercer County"
2356,34023,"Middlesex County"
2357,34025,"Monmouth County"
2350,34027,"Morris County"
2360,34029,"Ocean County"
2347,34031,"Passaic County"
2363,34033,"Salem County"
2354,34035,"Somerset County"
2346,34037,"Sussex County"
2355,34039,"Union County"
2349,34041,"Warren County"
2381,35001,"Bernalillo County"
2388,35003,"Catron County"
2391,35005,"Chaves County"
2380,35006,"Cibola County"
2371,35007,"Colfax County"
2384,35009,"Curry County"
2386,35011,"De Baca County"
2396,35013,"Dona Ana County"
2397,35015,"Eddy County"
2395,35017,"Grant County"
2382,35019,"Guadalupe County"
2373,35021,"Harding County"
2398,35023,"Hidalgo County"
2392,35025,"Lea County"
2390,35027,"Lincoln County"
2377,35028,"Los Alamos County"
2399,35029,"Luna County"
2376,35031,"McKinley County"
2372,35033,"Mora County"
2394,35035,"Otero County"
2379,35037,"Quay County"
2369,35039,"Rio Arriba County"
2387,35041,"Roosevelt County"
2374,35043,"Sandoval County"
2368,35045,"San Juan County"
2378,35047,"San Miguel County"
2375,35049,"Santa Fe County"
2393,35051,"Sierra County"
2389,35053,"Socorro County"
2370,35055,"Taos County"
2383,35057,"Torrance County"
2367,35059,"Union County"
2385,35061,"Valencia County"
2414,36001,"Albany County"
2458,36003,"Allegany County"
2425,36005,"Bronx County"
2459,36007,"Broome County"
2457,36009,"Cattaraugus County"
2437,36011,"Cayuga County"
2455,36013,"Chautauqua County"
2461,36015,"Chemung County"
2452,36017,"Chenango County"
2400,36019,"Clinton County"
2416,36021,"Columbia County"
2450,36023,"Cortland County"
2415,36025,"Delaware County"
2419,36027,"Dutchess County"
2445,36029,"Erie County"
2402,36031,"Essex County"
2401,36033,"Franklin County"
2408,36035,"Fulton County"
2444,36037,"Genesee County"
2417,36039,"Greene County"
2403,36041,"Hamilton County"
2404,36043,"Herkimer County"
2433,36045,"Jefferson County"
2430,36047,"Kings County"
2434,36049,"Lewis County"
2448,36051,"Livingston County"
2443,36053,"Madison County"
2440,36055,"Monroe County"
2409,36057,"Montgomery County"
2426,36059,"Nassau County"
2427,36061,"New York County"
2438,36063,"Niagara County"
2436,36065,"Oneida County"
2442,36067,"Onondaga County"
2446,36069,"Ontario County"
2421,36071,"Orange County"
2439,36073,"Orleans County"
2435,36075,"Oswego County"
2412,36077,"Otsego County"
2422,36079,"Putnam County"
2428,36081,"Queens County"
2410,36083,"Rensselaer County"
2431,36085,"Richmond County"
2424,36087,"Rockland County"
2432,36089,"Saint Lawrence County"
2407,36091,"Saratoga County"
2411,36093,"Schenectady County"
2413,36095,"Schoharie County"
2456,36097,"Schuyler County"
2447,36099,"Seneca County"
2454,36101,"Steuben County"
2429,36103,"Suffolk County"
2420,36105,"Sullivan County"
2460,36107,"Tioga County"
2453,36109,"Tompkins County"
2418,36111,"Ulster County"
2406,36113,"Warren County"
2405,36115,"Washington County"
2441,36117,"Wayne County"
2423,36119,"Westchester County"
2449,36121,"Wyoming County"
2451,36123,"Yates County"
2488,37001,"Alamance County"
2502,37003,"Alexander County"
2463,37005,"Alleghany County"
2546,37007,"Anson County"
2462,37009,"Ashe County"
2483,37011,"Avery County"
2518,37013,"Beaufort County"
2489,37015,"Bertie County"
2557,37017,"Bladen County"
2561,37019,"Brunswick County"
2514,37021,"Buncombe County"
2504,37023,"Burke County"
2530,37025,"Cabarrus County"
2495,37027,"Caldwell County"
2468,37029,"Camden County"
2556,37031,"Carteret County"
2472,37033,"Caswell County"
2513,37035,"Catawba County"
2509,37037,"Chatham County"
2542,37039,"Cherokee County"
2482,37041,"Chowan County"
2551,37043,"Clay County"
2525,37045,"Cleveland County"
2559,37047,"Columbus County"
2552,37049,"Craven County"
2543,37051,"Cumberland County"
2465,37053,"Currituck County"
2517,37055,"Dare County"
2503,37057,"Davidson County"
2501,37059,"Davie County"
2549,37061,"Duplin County"
2491,37063,"Durham County"
2494,37065,"Edgecombe County"
2486,37067,"Forsyth County"
2485,37069,"Franklin County"
2537,37071,"Gaston County"
2469,37073,"Gates County"
2534,37075,"Graham County"
2474,37077,"Granville County"
2520,37079,"Greene County"
2487,37081,"Guilford County"
2477,37083,"Halifax County"
2524,37085,"Harnett County"
2516,37087,"Haywood County"
2533,37089,"Henderson County"
2467,37091,"Hertford County"
2547,37093,"Hoke County"
2548,37095,"Hyde County"
2500,37097,"Iredell County"
2527,37099,"Jackson County"
2515,37101,"Johnston County"
2544,37103,"Jones County"
2521,37105,"Lee County"
2535,37107,"Lenoir County"
2526,37109,"Lincoln County"
2507,37111,"McDowell County"
