county_code,NAME,avg_ndvi,Notes_x,County_x,Year,Year Code,Deaths,Population,Crude Rate,Notes_y,County_y,Heat Wave Days Based on Daily Maximum Temperature
26113.0,Missaukee,0.0937544117647058,,"Missaukee County, MI",2009.0,2009.0,15.0,14898.0,Unreliable,,"Missaukee County, MI",2
26115.0,Monroe,0.0466456140350877,,"Monroe County, MI",2009.0,2009.0,98.0,152296.0,64.3,,"Monroe County, MI",2
26117.0,Montcalm,0.0114857142857142,,"Montcalm County, MI",2009.0,2009.0,62.0,63496.0,97.6,,"Montcalm County, MI",0
26119.0,Montmorency,0.0595870967741935,,"Montmorency County, MI",2009.0,2009.0,20.0,9794.0,204.2,,"Montmorency County, MI",3
26121.0,Muskegon,0.033051724137931,,"Muskegon County, MI",2009.0,2009.0,173.0,172755.0,100.1,,"Muskegon County, MI",0
26123.0,Newaygo,0.0373525252525252,,"Newaygo County, MI",2009.0,2009.0,56.0,48649.0,115.1,,"Newaygo County, MI",0
26125.0,Oakland,0.0400587628865979,,"Oakland County, MI",2009.0,2009.0,804.0,1200890.0,67.0,,"Oakland County, MI",2
26127.0,Oceana,0.259855,,"Oceana County, MI",2009.0,2009.0,30.0,26779.0,112.0,,"Oceana County, MI",0
26129.0,Ogemaw,0.0156222222222222,,"Ogemaw County, MI",2009.0,2009.0,34.0,21856.0,155.6,,"Ogemaw County, MI",2
26131.0,Ontonagon,0.555174025974026,,"Ontonagon County, MI",2009.0,2009.0,15.0,6828.0,Unreliable,,"Ontonagon County, MI",4
26133.0,Osceola,0.0713666666666666,,"Osceola County, MI",2009.0,2009.0,22.0,23522.0,93.5,,"Osceola County, MI",0
26135.0,Oscoda,0.0272301587301587,,,,,,,,,"Oscoda County, MI",3
26137.0,Otsego,0.0809469696969697,,"Otsego County, MI",2009.0,2009.0,19.0,24190.0,Unreliable,,"Otsego County, MI",3
26139.0,Ottawa,0.0429883333333333,,"Ottawa County, MI",2009.0,2009.0,141.0,262879.0,53.6,,"Ottawa County, MI",0
26141.0,Presque Isle,0.2670922077922078,,"Presque Isle County, MI",2009.0,2009.0,17.0,13505.0,Unreliable,,"Presque Isle County, MI",2
26143.0,Roscommon,0.0146261538461538,,"Roscommon County, MI",2009.0,2009.0,48.0,24499.0,195.9,,"Roscommon County, MI",2
26145.0,Saginaw,0.0091528735632183,,"Saginaw County, MI",2009.0,2009.0,233.0,200835.0,116.0,,"Saginaw County, MI",0
26147.0,St. Clair,0.0547128205128205,,"St. Clair County, MI",2009.0,2009.0,162.0,164011.0,98.8,,"St. Clair County, MI",0
26149.0,St. Joseph,0.042911111111111,,"St. Joseph County, MI",2009.0,2009.0,47.0,61417.0,76.5,,"St. Joseph County, MI",5
26151.0,Sanilac,0.0110823008849557,,"Sanilac County, MI",2009.0,2009.0,52.0,43319.0,120.0,,"Sanilac County, MI",0
26153.0,Schoolcraft,0.3581006993006994,,,,,,,,,"Schoolcraft County, MI",4
26155.0,Shiawassee,0.0212894736842105,,"Shiawassee County, MI",2009.0,2009.0,78.0,70710.0,110.3,,"Shiawassee County, MI",0
26157.0,Tuscola,0.0076094736842105,,"Tuscola County, MI",2009.0,2009.0,61.0,55901.0,109.1,,"Tuscola County, MI",0
26159.0,Van Buren,0.0379073529411764,,"Van Buren County, MI",2009.0,2009.0,77.0,76581.0,100.5,,"Van Buren County, MI",2
26161.0,Washtenaw,0.0655878048780487,,"Washtenaw County, MI",2009.0,2009.0,169.0,343520.0,49.2,,"Washtenaw County, MI",2
26163.0,Wayne,0.0345014705882353,,"Wayne County, MI",2009.0,2009.0,1428.0,1837536.0,77.7,,"Wayne County, MI",0
26165.0,Wexford,0.0879968253968254,,"Wexford County, MI",2009.0,2009.0,34.0,32658.0,104.1,,"Wexford County, MI",2
27001.0,Aitkin,0.5330617021276596,,"Aitkin County, MN",2009.0,2009.0,18.0,16168.0,Unreliable,,"Aitkin County, MN",7
27003.0,Anoka,0.5682166666666667,,"Anoka County, MN",2009.0,2009.0,119.0,329635.0,36.1,,"Anoka County, MN",12
27005.0,Becker,0.4168869281045752,,"Becker County, MN",2009.0,2009.0,33.0,32407.0,101.8,,"Becker County, MN",4
27007.0,Beltrami,0.5373978328173374,,"Beltrami County, MN",2009.0,2009.0,36.0,44226.0,81.4,,"Beltrami County, MN",5
27009.0,Benton,0.4758363636363636,,"Benton County, MN",2009.0,2009.0,27.0,38418.0,70.3,,"Benton County, MN",5
27011.0,Big Stone,0.2824296874999999,,,,,,,,,"Big Stone County, MN",3
27013.0,Blue Earth,0.2492488636363636,,"Blue Earth County, MN",2009.0,2009.0,28.0,63565.0,44.0,,"Blue Earth County, MN",9
27015.0,Brown,0.2197618421052631,,"Brown County, MN",2009.0,2009.0,21.0,25890.0,81.1,,"Brown County, MN",9
27017.0,Carlton,0.566526213592233,,"Carlton County, MN",2009.0,2009.0,28.0,35269.0,79.4,,"Carlton County, MN",9
27019.0,Carver,0.5215590909090909,,"Carver County, MN",2009.0,2009.0,33.0,90242.0,36.6,,"Carver County, MN",11
27021.0,Cass,0.5588928251121076,,"Cass County, MN",2009.0,2009.0,32.0,28483.0,112.3,,"Cass County, MN",5
27023.0,Chippewa,0.2943353846153846,,"Chippewa County, MN",2009.0,2009.0,12.0,12360.0,Unreliable,,"Chippewa County, MN",5
27025.0,Chisago,0.5193478260869565,,"Chisago County, MN",2009.0,2009.0,22.0,53526.0,41.1,,"Chisago County, MN",12
27027.0,Clay,0.3490341463414634,,"Clay County, MN",2009.0,2009.0,36.0,58351.0,61.7,,"Clay County, MN",4
27029.0,Clearwater,0.5170365853658536,,,,,,,,,"Clearwater County, MN",4
27031.0,Cook,0.5681096153846154,,,,,,,,,"Cook County, MN",3
27033.0,Cottonwood,0.1484054054054054,,"Cottonwood County, MN",2009.0,2009.0,11.0,11632.0,Unreliable,,"Cottonwood County, MN",7
27035.0,Crow Wing,0.518764761904762,,"Crow Wing County, MN",2009.0,2009.0,53.0,62307.0,85.1,,"Crow Wing County, MN",5
27037.0,Dakota,0.4963694444444445,,"Dakota County, MN",2009.0,2009.0,157.0,396906.0,39.6,,"Dakota County, MN",11
27039.0,Dodge,0.3133326530612245,,"Dodge County, MN",2009.0,2009.0,18.0,19921.0,Unreliable,,"Dodge County, MN",11
27041.0,Douglas,0.4140911764705882,,"Douglas County, MN",2009.0,2009.0,36.0,36076.0,99.8,,"Douglas County, MN",3
27043.0,Faribault,0.1426734939759036,,"Faribault County, MN",2009.0,2009.0,24.0,14651.0,163.8,,"Faribault County, MN",9
27045.0,Fillmore,0.2923030612244898,,"Fillmore County, MN",2009.0,2009.0,23.0,20921.0,109.9,,"Fillmore County, MN",9
27047.0,Freeborn,0.1653202380952381,,"Freeborn County, MN",2009.0,2009.0,34.0,31313.0,108.6,,"Freeborn County, MN",9
27049.0,Goodhue,0.4529977528089888,,"Goodhue County, MN",2009.0,2009.0,32.0,46035.0,69.5,,"Goodhue County, MN",11
27051.0,Grant,0.3196734375,,,,,,,,,"Grant County, MN",3
27053.0,Hennepin,0.5564904761904762,,"Hennepin County, MN",2009.0,2009.0,620.0,1146721.0,54.1,,"Hennepin County, MN",11
27055.0,Houston,0.2930538461538461,,"Houston County, MN",2009.0,2009.0,20.0,19051.0,105.0,,"Houston County, MN",11
27057.0,Hubbard,0.5217634615384615,,"Hubbard County, MN",2009.0,2009.0,18.0,20389.0,Unreliable,,"Hubbard County, MN",4
27059.0,Isanti,0.4965396551724137,,"Isanti County, MN",2009.0,2009.0,23.0,37809.0,60.8,,"Isanti County, MN",10
27061.0,Itasca,0.5809350819672131,,"Itasca County, MN",2009.0,2009.0,47.0,45066.0,104.3,,"Itasca County, MN",5
27063.0,Jackson,0.1119753086419753,,"Jackson County, MN",2009.0,2009.0,20.0,10276.0,194.6,,"Jackson County, MN",9
27065.0,Kanabec,0.5467830508474577,,"Kanabec County, MN",2009.0,2009.0,21.0,16294.0,128.9,,"Kanabec County, MN",7
27067.0,Kandiyohi,0.3513677777777778,,"Kandiyohi County, MN",2009.0,2009.0,46.0,42058.0,109.4,,"Kandiyohi County, MN",5
27069.0,Kittson,0.3616430656934307,,,,,,,,,"Kittson County, MN",4
27071.0,Koochiching,0.5970765463917527,,"Koochiching County, MN",2009.0,2009.0,16.0,13276.0,Unreliable,,"Koochiching County, MN",5
27073.0,Lac qui Parle,0.1881422222222222,,,,,,,,,"Lac qui Parle County, MN",3
27075.0,Lake,0.5387595652173913,,"Lake County, MN",2009.0,2009.0,11.0,10872.0,Unreliable,,"Lake County, MN",4
27077.0,Lake of the Woods,0.5235329268292683,,,,,,,,,"Lake of the Woods County, MN",4
27079.0,Le Sueur,0.417826,,"Le Sueur County, MN",2009.0,2009.0,20.0,27730.0,72.1,,"Le Sueur County, MN",10
27081.0,Lincoln,0.0748,,"Lincoln County, MN",2009.0,2009.0,12.0,5892.0,Unreliable,,"Lincoln County, MN",3
27083.0,Lyon,0.1421066666666666,,"Lyon County, MN",2009.0,2009.0,23.0,25768.0,89.3,,"Lyon County, MN",5
27085.0,McLeod,0.41165,,"McLeod County, MN",2009.0,2009.0,14.0,36662.0,Unreliable,,"McLeod County, MN",9
27087.0,Mahnomen,0.3616014705882353,,,,,,,,,"Mahnomen County, MN",4
27089.0,Marshall,0.3667430327868852,,"Marshall County, MN",2009.0,2009.0,16.0,9478.0,Unreliable,,"Marshall County, MN",4
27091.0,Martin,0.1059384615384615,,"Martin County, MN",2009.0,2009.0,20.0,20790.0,96.2,,"Martin County, MN",9
27093.0,Meeker,0.3904957142857143,,"Meeker County, MN",2009.0,2009.0,23.0,23298.0,98.7,,"Meeker County, MN",8
27095.0,Mille Lacs,0.5198926470588237,,"Mille Lacs County, MN",2009.0,2009.0,26.0,26127.0,99.5,,"Mille Lacs County, MN",5
27097.0,Morrison,0.5105560283687943,,"Morrison County, MN",2009.0,2009.0,30.0,33156.0,90.5,,"Morrison County, MN",5
27099.0,Mower,0.2246511904761904,,"Mower County, MN",2009.0,2009.0,40.0,39023.0,102.5,,"Mower County, MN",9
27101.0,Murray,0.1279390243902439,,,,,,,,,"Murray County, MN",5
27103.0,Nicollet,0.3403807692307693,,"Nicollet County, MN",2009.0,2009.0,23.0,32546.0,70.7,,"Nicollet County, MN",9
27105.0,Nobles,0.1373654761904762,,"Nobles County, MN",2009.0,2009.0,15.0,21318.0,Unreliable,,"Nobles County, MN",5
27107.0,Norman,0.3243151785714286,,,,,,,,,"Norman County, MN",4
27109.0,Olmsted,0.425978947368421,,"Olmsted County, MN",2009.0,2009.0,98.0,143521.0,68.3,,"Olmsted County, MN",9
27111.0,Otter Tail,0.4149027027027027,,"Otter Tail County, MN",2009.0,2009.0,73.0,57333.0,127.3,,"Otter Tail County, MN",4
27113.0,Pennington,0.3866986111111111,,,,,,,,,"Pennington County, MN",4
27115.0,Pine,0.5661717791411043,,"Pine County, MN",2009.0,2009.0,29.0,29655.0,97.8,,"Pine County, MN",12
27117.0,Pipestone,0.1171482142857143,,"Pipestone County, MN",2009.0,2009.0,11.0,9624.0,Unreliable,,"Pipestone County, MN",5
27119.0,Polk,0.3511008547008547,,"Polk County, MN",2009.0,2009.0,37.0,31423.0,117.7,,"Polk County, MN",4
27121.0,Pope,0.3827585365853659,,,,,,,,,"Pope County, MN",3
27123.0,Ramsey,0.5670142857142857,,"Ramsey County, MN",2009.0,2009.0,289.0,506590.0,57.0,,"Ramsey County, MN",10
27125.0,Red Lake,0.3882134615384615,,,,,,,,,"Red Lake County, MN",4
27127.0,Redwood,0.1861735294117647,,"Redwood County, MN",2009.0,2009.0,10.0,16011.0,Unreliable,,"Redwood County, MN",7
27129.0,Renville,0.2473237704918033,,"Renville County, MN",2009.0,2009.0,14.0,15832.0,Unreliable,,"Renville County, MN",7
27131.0,Rice,0.4855574074074074,,"Rice County, MN",2009.0,2009.0,37.0,63859.0,57.9,,"Rice County, MN",11
27133.0,Rock,0.1676357142857143,,"Rock County, MN",2009.0,2009.0,11.0,9652.0,Unreliable,,"Rock County, MN",5
27135.0,Roseau,0.4202384615384616,,,,,,,,,"Roseau County, MN",4
27137.0,St. Louis,0.5661399193548388,,"St. Louis County, MN",2009.0,2009.0,189.0,200198.0,94.4,,"St. Louis County, MN",5
27139.0,Scott,0.527515,,"Scott County, MN",2009.0,2009.0,38.0,128530.0,29.6,,"Scott County, MN",10
27141.0,Sherburne,0.4984725490196078,,"Sherburne County, MN",2009.0,2009.0,34.0,87880.0,38.7,,"Sherburne County, MN",9
27143.0,Sibley,0.3844897058823529,,"Sibley County, MN",2009.0,2009.0,16.0,15140.0,Unreliable,,"Sibley County, MN",9
27145.0,Stearns,0.4746968152866242,,"Stearns County, MN",2009.0,2009.0,71.0,149696.0,47.4,,"Stearns County, MN",4
27147.0,Steele,0.3143714285714286,,"Steele County, MN",2009.0,2009.0,18.0,36684.0,Unreliable,,"Steele County, MN",11
27149.0,Stevens,0.3425779411764706,,,,,,,,,"Stevens County, MN",3
27151.0,Swift,0.3257738095238095,,"Swift County, MN",2009.0,2009.0,11.0,9827.0,Unreliable,,"Swift County, MN",3
27153.0,Todd,0.4903140350877193,,"Todd County, MN",2009.0,2009.0,10.0,24839.0,Unreliable,,"Todd County, MN",4
27155.0,Traverse,0.3106523809523809,,,,,,,,,"Traverse County, MN",3
27157.0,Wabasha,0.4906050847457627,,"Wabasha County, MN",2009.0,2009.0,22.0,21734.0,101.2,,"Wabasha County, MN",9
27159.0,Wadena,0.4842730158730159,,"Wadena County, MN",2009.0,2009.0,19.0,13825.0,Unreliable,,"Wadena County, MN",4
27161.0,Waseca,0.2899326530612245,,"Waseca County, MN",2009.0,2009.0,10.0,18639.0,Unreliable,,"Waseca County, MN",11
27163.0,Washington,0.5899604651162791,,"Washington County, MN",2009.0,2009.0,95.0,235684.0,40.3,,"Washington County, MN",10
27165.0,Watonwan,0.171136,,"Watonwan County, MN",2009.0,2009.0,11.0,11171.0,Unreliable,,"Watonwan County, MN",9
27167.0,Wilkin,0.3164214285714286,,,,,,,,,"Wilkin County, MN",4
27169.0,Winona,0.3491826666666667,,"Winona County, MN",2009.0,2009.0,32.0,51422.0,62.2,,"Winona County, MN",9
27171.0,Wright,0.4852821917808219,,"Wright County, MN",2009.0,2009.0,58.0,123320.0,47.0,,"Wright County, MN",11
27173.0,Yellow Medicine,0.1900313253012048,,"Yellow Medicine County, MN",2009.0,2009.0,10.0,10437.0,Unreliable,,"Yellow Medicine County, MN",5
28001.0,Adams,0.4873477272727273,,"Adams County, MS",2009.0,2009.0,49.0,32305.0,151.7,,"Adams County, MS",54
28003.0,Alcorn,0.6984837209302326,,"Alcorn County, MS",2009.0,2009.0,43.0,36868.0,116.6,,"Alcorn County, MS",41
28005.0,Amite,0.4140816901408451,,,,,,,,,"Amite County, MS",65
28007.0,Attala,0.5039055555555555,,"Attala County, MS",2009.0,2009.0,20.0,19611.0,102.0,,"Attala County, MS",53
28009.0,Benton,0.6064952380952381,,,,,,,,,"Benton County, MS",34
28011.0,Bolivar,0.1742914634146341,,"Bolivar County, MS",2009.0,2009.0,43.0,34450.0,124.8,,"Bolivar County, MS",39
28013.0,Calhoun,0.5115982456140352,,,,,,,,,"Calhoun County, MS",47
28015.0,Carroll,0.4201343749999999,,"Carroll County, MS",2009.0,2009.0,14.0,10604.0,Unreliable,,"Carroll County, MS",54
28017.0,Chickasaw,0.48096,,"Chickasaw County, MS",2009.0,2009.0,13.0,17439.0,Unreliable,,"Chickasaw County, MS",49
28019.0,Choctaw,0.4908658536585366,,"Choctaw County, MS",2009.0,2009.0,11.0,8576.0,Unreliable,,"Choctaw County, MS",48
28021.0,Claiborne,0.541196,,"Claiborne County, MS",2009.0,2009.0,11.0,9822.0,Unreliable,,"Claiborne County, MS",60
28023.0,Clarke,0.5430720588235294,,"Clarke County, MS",2009.0,2009.0,23.0,16671.0,138.0,,"Clarke County, MS",53
28025.0,Clay,0.5403733333333333,,"Clay County, MS",2009.0,2009.0,19.0,20804.0,Unreliable,,"Clay County, MS",46
28027.0,Coahoma,0.2166857142857143,,"Coahoma County, MS",2009.0,2009.0,19.0,26257.0,Unreliable,,"Coahoma County, MS",34
28029.0,Copiah,0.533435064935065,,"Copiah County, MS",2009.0,2009.0,26.0,29484.0,88.2,,"Copiah County, MS",60
28031.0,Covington,0.4577761904761905,,"Covington County, MS",2009.0,2009.0,21.0,19516.0,107.6,,"Covington County, MS",49
28033.0,DeSoto,0.4750851851851852,,"DeSoto County, MS",2009.0,2009.0,100.0,159706.0,62.6,,"DeSoto County, MS",35
28035.0,Forrest,0.3945958333333333,,"Forrest County, MS",2009.0,2009.0,76.0,74863.0,101.5,,"Forrest County, MS",54
28037.0,Franklin,0.593742,,,,,,,,,"Franklin County, MS",60
28039.0,George,0.36424375,,"George County, MS",2009.0,2009.0,32.0,22280.0,143.6,,"George County, MS",43
28041.0,Greene,0.4998694444444445,,"Greene County, MS",2009.0,2009.0,13.0,14449.0,Unreliable,,"Greene County, MS",46
28043.0,Grenada,0.5218944444444445,,"Grenada County, MS",2009.0,2009.0,27.0,22036.0,122.5,,"Grenada County, MS",52
28045.0,Hancock,0.5731222222222223,,"Hancock County, MS",2009.0,2009.0,53.0,43471.0,121.9,,"Hancock County, MS",50
28047.0,Harrison,0.5671017543859649,,"Harrison County, MS",2009.0,2009.0,148.0,184930.0,80.0,,"Harrison County, MS",47
28049.0,Hinds,0.546510465116279,,"Hinds County, MS",2009.0,2009.0,182.0,244474.0,74.4,,"Hinds County, MS",59
28051.0,Holmes,0.5168148148148148,,"Holmes County, MS",2009.0,2009.0,20.0,19461.0,102.8,,"Holmes County, MS",54
28053.0,Humphreys,0.3256074074074074,,,,,,,,,"Humphreys County, MS",57
28055.0,Issaquena,0.549618918918919,,,,,,,,,"Issaquena County, MS",55
28057.0,Itawamba,0.5123294117647059,,"Itawamba County, MS",2009.0,2009.0,23.0,23329.0,98.6,,"Itawamba County, MS",49
28059.0,Jackson,0.5721702702702703,,"Jackson County, MS",2009.0,2009.0,128.0,139176.0,92.0,,"Jackson County, MS",34
28061.0,Jasper,0.5591031746031746,,"Jasper County, MS",2009.0,2009.0,11.0,17344.0,Unreliable,,"Jasper County, MS",49
28063.0,Jefferson,0.558821568627451,,,,,,,,,"Jefferson County, MS",60
28065.0,Jefferson Davis,0.6174216216216216,,"Jefferson Davis County, MS",2009.0,2009.0,12.0,12553.0,Unreliable,,"Jefferson Davis County, MS",53
28067.0,Jones,0.4034539682539683,,"Jones County, MS",2009.0,2009.0,84.0,67443.0,124.5,,"Jones County, MS",46
28069.0,Kemper,0.4632693333333333,,"Kemper County, MS",2009.0,2009.0,13.0,10526.0,Unreliable,,"Kemper County, MS",51
28071.0,Lafayette,0.4360857142857142,,"Lafayette County, MS",2009.0,2009.0,31.0,46712.0,66.4,,"Lafayette County, MS",41
28073.0,Lamar,0.346732,,"Lamar County, MS",2009.0,2009.0,32.0,54197.0,59.0,,"Lamar County, MS",55
28075.0,Lauderdale,0.525281690140845,,"Lauderdale County, MS",2009.0,2009.0,106.0,80275.0,132.0,,"Lauderdale County, MS",56
28077.0,Lawrence,0.5037619047619047,,"Lawrence County, MS",2009.0,2009.0,11.0,13054.0,Unreliable,,"Lawrence County, MS",62
28079.0,Leake,0.4940380952380953,,"Leake County, MS",2009.0,2009.0,38.0,23790.0,159.7,,"Leake County, MS",47
28081.0,Lee,0.4878355555555556,,"Lee County, MS",2009.0,2009.0,85.0,82436.0,103.1,,"Lee County, MS",45
28083.0,Leflore,0.2555074074074074,,"Leflore County, MS",2009.0,2009.0,30.0,32508.0,92.3,,"Leflore County, MS",50
28085.0,Lincoln,0.5429400000000001,,"Lincoln County, MS",2009.0,2009.0,32.0,34877.0,91.8,,"Lincoln County, MS",66
28087.0,Lowndes,0.4873104166666666,,"Lowndes County, MS",2009.0,2009.0,47.0,59663.0,78.8,,"Lowndes County, MS",48
28089.0,Madison,0.4617972222222222,,"Madison County, MS",2009.0,2009.0,68.0,94071.0,72.3,,"Madison County, MS",55
28091.0,Marion,0.4440089285714285,,"Marion County, MS",2009.0,2009.0,27.0,26979.0,100.1,,"Marion County, MS",54
28093.0,Marshall,0.605674647887324,,"Marshall County, MS",2009.0,2009.0,29.0,37231.0,77.9,,"Marshall County, MS",35
28095.0,Monroe,0.4739540540540541,,"Monroe County, MS",2009.0,2009.0,37.0,37258.0,99.3,,"Monroe County, MS",47
28097.0,Montgomery,0.5351377777777778,,"Montgomery County, MS",2009.0,2009.0,20.0,10948.0,182.7,,"Montgomery County, MS",50
28099.0,Neshoba,0.5374678571428572,,"Neshoba County, MS",2009.0,2009.0,42.0,29694.0,141.4,,"Neshoba County, MS",48
28101.0,Newton,0.5878953124999999,,"Newton County, MS",2009.0,2009.0,26.0,21790.0,119.3,,"Newton County, MS",52
28103.0,Noxubee,0.3974597014925373,,,,,,,,,"Noxubee County, MS",49
28105.0,Oktibbeha,0.4858933333333333,,"Oktibbeha County, MS",2009.0,2009.0,30.0,47400.0,63.3,,"Oktibbeha County, MS",44
28107.0,Panola,0.4380434210526315,,"Panola County, MS",2009.0,2009.0,31.0,34768.0,89.2,,"Panola County, MS",41
28109.0,Pearl River,0.3729594936708861,,"Pearl River County, MS",2009.0,2009.0,45.0,56085.0,80.2,,"Pearl River County, MS",54
28111.0,Perry,0.2852681818181818,,"Perry County, MS",2009.0,2009.0,15.0,12206.0,Unreliable,,"Perry County, MS",47
28113.0,Pike,0.5247166666666667,,"Pike County, MS",2009.0,2009.0,46.0,40332.0,114.1,,"Pike County, MS",67
28115.0,Pontotoc,0.4866000000000001,,"Pontotoc County, MS",2009.0,2009.0,36.0,29770.0,120.9,,"Pontotoc County, MS",48
28117.0,Prentiss,0.5057268292682927,,"Prentiss County, MS",2009.0,2009.0,34.0,25553.0,133.1,,"Prentiss County, MS",42
28119.0,Quitman,0.3320121951219512,,,,,,,,,"Quitman County, MS",34
28121.0,Rankin,0.4972883116883117,,"Rankin County, MS",2009.0,2009.0,106.0,140634.0,75.4,,"Rankin County, MS",53
28123.0,Scott,0.4636589041095891,,"Scott County, MS",2009.0,2009.0,22.0,28101.0,78.3,,"Scott County, MS",50
28125.0,Sharkey,0.4462659090909092,,,,,,,,,"Sharkey County, MS",58
28127.0,Simpson,0.5898350000000001,,"Simpson County, MS",2009.0,2009.0,36.0,27512.0,130.9,,"Simpson County, MS",51
28129.0,Smith,0.3707693548387097,,"Smith County, MS",2009.0,2009.0,21.0,16520.0,127.1,,"Smith County, MS",52
28131.0,Stone,0.4688184210526316,,"Stone County, MS",2009.0,2009.0,19.0,17408.0,Unreliable,,"Stone County, MS",52
28133.0,Sunflower,0.2928866666666667,,"Sunflower County, MS",2009.0,2009.0,27.0,29574.0,91.3,,"Sunflower County, MS",52
28135.0,Tallahatchie,0.3820967213114754,,,,,,,,,"Tallahatchie County, MS",44
28137.0,Tate,0.4711186046511627,,"Tate County, MS",2009.0,2009.0,27.0,28509.0,94.7,,"Tate County, MS",36
28139.0,Tippah,0.649591836734694,,"Tippah County, MS",2009.0,2009.0,31.0,22171.0,139.8,,"Tippah County, MS",37
28141.0,Tishomingo,0.641346511627907,,"Tishomingo County, MS",2009.0,2009.0,31.0,19552.0,158.6,,"Tishomingo County, MS",43
28143.0,Tunica,0.2240065217391304,,,,,,,,,"Tunica County, MS",34
28145.0,Union,0.5614829268292683,,"Union County, MS",2009.0,2009.0,22.0,27070.0,81.3,,"Union County, MS",41
28147.0,Walthall,0.517992105263158,,"Walthall County, MS",2009.0,2009.0,11.0,15505.0,Unreliable,,"Walthall County, MS",63
28149.0,Warren,0.4808051724137931,,"Warren County, MS",2009.0,2009.0,41.0,48548.0,84.5,,"Warren County, MS",63
28151.0,Washington,0.3436487179487179,,"Washington County, MS",2009.0,2009.0,60.0,51565.0,116.4,,"Washington County, MS",51
28153.0,Wayne,0.5005390243902439,,"Wayne County, MS",2009.0,2009.0,16.0,20763.0,Unreliable,,"Wayne County, MS",48
28155.0,Webster,0.46736,,"Webster County, MS",2009.0,2009.0,18.0,10164.0,Unreliable,,"Webster County, MS",46
28157.0,Wilkinson,0.5680303030303032,,"Wilkinson County, MS",2009.0,2009.0,10.0,9994.0,Unreliable,,"Wilkinson County, MS",57
28159.0,Winston,0.4676827586206896,,"Winston County, MS",2009.0,2009.0,15.0,19211.0,Unreliable,,"Winston County, MS",50
28161.0,Yalobusha,0.6014365384615386,,"Yalobusha County, MS",2009.0,2009.0,10.0,12827.0,Unreliable,,"Yalobusha County, MS",49
28163.0,Yazoo,0.4702034090909091,,"Yazoo County, MS",2009.0,2009.0,13.0,28201.0,Unreliable,,"Yazoo County, MS",56
29001.0,Adair,0.063253448275862,,"Adair County, MO",2009.0,2009.0,23.0,25577.0,89.9,,"Adair County, MO",0
29003.0,Andrew,-0.0125018181818181,,"Andrew County, MO",2009.0,2009.0,20.0,17036.0,117.4,,"Andrew County, MO",0
29005.0,Atchison,-0.0091222222222222,,,,,,,,,"Atchison County, MO",2
29007.0,Audrain,0.1739306666666666,,"Audrain County, MO",2009.0,2009.0,46.0,25628.0,179.5,,"Audrain County, MO",0
29009.0,Barry,0.0819571428571428,,"Barry County, MO",2009.0,2009.0,35.0,35640.0,98.2,,"Barry County, MO",2
29011.0,Barton,-0.0233622950819672,,"Barton County, MO",2009.0,2009.0,10.0,12454.0,Unreliable,,"Barton County, MO",9
29013.0,Bates,-0.0184644444444444,,"Bates County, MO",2009.0,2009.0,12.0,17044.0,Unreliable,,"Bates County, MO",0
29015.0,Benton,-0.0037608108108108,,"Benton County, MO",2009.0,2009.0,22.0,18996.0,115.8,,"Benton County, MO",0
29017.0,Bollinger,0.8200415384615385,,"Bollinger County, MO",2009.0,2009.0,12.0,12412.0,Unreliable,,"Bollinger County, MO",0
29019.0,Boone,0.1000155844155844,,"Boone County, MO",2009.0,2009.0,107.0,160565.0,66.6,,"Boone County, MO",0
29021.0,Buchanan,-0.00255,,"Buchanan County, MO",2009.0,2009.0,126.0,89233.0,141.2,,"Buchanan County, MO",0
29023.0,Butler,0.6315636363636364,,"Butler County, MO",2009.0,2009.0,70.0,42683.0,164.0,,"Butler County, MO",0
29025.0,Caldwell,-0.0032571428571428,,,,,,,,,"Caldwell County, MO",0
29027.0,Callaway,0.2116988505747126,,"Callaway County, MO",2009.0,2009.0,36.0,44041.0,81.7,,"Callaway County, MO",0
29029.0,Camden,0.073355737704918,,"Camden County, MO",2009.0,2009.0,47.0,43762.0,107.4,,"Camden County, MO",0
29031.0,Cape Girardeau,0.6991035714285714,,"Cape Girardeau County, MO",2009.0,2009.0,54.0,74927.0,72.1,,"Cape Girardeau County, MO",0
29033.0,Carroll,0.0045571428571428,,"Carroll County, MO",2009.0,2009.0,10.0,9314.0,Unreliable,,"Carroll County, MO",0
29035.0,Carter,0.8567375000000002,,"Carter County, MO",2009.0,2009.0,15.0,6138.0,Unreliable,,"Carter County, MO",0
29037.0,Cass,-0.0174102564102564,,"Cass County, MO",2009.0,2009.0,93.0,98835.0,94.1,,"Cass County, MO",0
29039.0,Cedar,-0.0129021739130434,,"Cedar County, MO",2009.0,2009.0,27.0,13964.0,193.4,,"Cedar County, MO",3
29041.0,Chariton,0.0084444444444444,,,,,,,,,"Chariton County, MO",0
29043.0,Christian,0.02865,,"Christian County, MO",2009.0,2009.0,40.0,76309.0,52.4,,"Christian County, MO",0
29045.0,Clark,0.1270574074074074,,"Clark County, MO",2009.0,2009.0,10.0,7111.0,Unreliable,,"Clark County, MO",0
29047.0,Clay,-0.0038651162790697,,"Clay County, MO",2009.0,2009.0,178.0,219669.0,81.0,,"Clay County, MO",0
29049.0,Clinton,-0.0017382978723404,,"Clinton County, MO",2009.0,2009.0,28.0,20765.0,134.8,,"Clinton County, MO",0
