NAME,FIPS,avg_land_cover,YEAR
Keokuk,19107,74.82862414,2009
Winnebago,19189,77.9050777,2009
Kearny,20093,74.1031083,2009
Mitchell,20123,73.29124256,2009
Stanton,20187,76.50728398,2009
Anderson,21005,54.43764236,2009
Bullitt,21029,49.28717839,2009
Clark,21049,66.38954395,2009
Daviess,21059,64.80777402,2009
Elliott,21063,45.0212133,2009
Hardin,21093,56.6508075,2009
Harrison,21097,63.59649355,2009
Hopkins,21107,61.16568298,2009
Leslie,21131,40.78123349,2009
McCreary,21147,42.20377863,2009
Madison,21151,59.61705989,2009
Marion,21155,60.79372292,2009
Morgan,21175,45.46180124,2009
Autauga,1001,56.05849473,2009
Baldwin,1003,60.10781547,2009
Clarke,1025,55.56173486,2009
DeKalb,1049,57.16949383,2009
Fayette,1057,52.21645046,2009
Jefferson,1073,38.83884736,2009
Mobile,1097,55.18774374,2009
Montgomery,1101,61.12119746,2009
Wilcox,1131,57.8691075,2009
Fairbanks North Star,2090,,2009
Nome,2180,,2009
Southeast Fairbanks,2240,,2009
Apache,4001,49.51635215,2009
Gila,4007,47.83620826,2009
La Paz,4012,51.97366435,2009
Maricopa,4013,50.13029965,2009
Carroll,5015,55.57532274,2009
Clark,5019,53.35190431,2009
Conway,5029,58.26858305,2009
Jefferson,5069,67.13817685,2009
Lafayette,5073,58.22213035,2009
Mississippi,5093,77.39495081,2009
Phillips,5107,75.63563158,2009
Prairie,5117,74.85958646,2009
Sebastian,5131,52.69710318,2009
White,5145,65.8796811,2009
Butte,6007,57.21059134,2009
Calaveras,6009,49.85855744,2009
Colusa,6011,68.89098634,2009
El Dorado,6017,43.04371369,2009
Fresno,6019,60.67728155,2009
Humboldt,6023,45.2189751,2009
Lake,6033,48.19789386,2009
Los Angeles,6037,43.39457657,2009
Mendocino,6045,46.49273437,2009
Monterey,6053,60.19415606,2009
Santa Barbara,6083,56.31419086,2009
Sonoma,6097,50.95856981,2009
Yolo,6113,69.84887868,2009
Costilla,8023,51.23310814,2009
Eagle,8037,46.23132742,2009
Fremont,8043,49.52362549,2009
Hinsdale,8053,49.75369493,2009
Jackson,8057,54.19284307,2009
La Plata,8067,49.38801672,2009
Ouray,8091,45.05133738,2009
San Juan,8111,49.65984594,2009
New Haven,9009,36.64414293,2009
District of Columbia,11001,23.61392576,2009
Brevard,12009,55.26915206,2009
Columbia,12023,60.70710345,2009
Duval,12031,45.10142933,2009
Gilchrist,12041,64.30327391,2009
Gulf,12045,73.59652678,2009
Lee,12071,50.87771322,2009
Okeechobee,12093,70.66797085,2009
Osceola,12097,68.59155445,2009
Pinellas,12103,29.16115911,2009
Polk,12105,62.90177567,2009
Putnam,12107,52.54274058,2009
Suwannee,12121,59.88434316,2009
Taylor,12123,67.74599622,2009
Union,12125,61.98901032,2009
Appling,13001,65.98097898,2009
Baker,13007,65.51138358,2009
Brantley,13025,64.81856117,2009
Bryan,13029,61.83307979,2009
Chatham,13051,56.16194002,2009
Hall,13139,41.46140117,2009
Haralson,13143,47.39553175,2009
Houston,13153,55.68428671,2009
Mitchell,13205,66.36293574,2009
Montgomery,13209,63.45162371,2009
Muscogee,13215,39.03650515,2009
Oconee,13219,52.3243401,2009
Pierce,13229,67.21542769,2009
Talbot,13263,48.04817387,2009
Tattnall,13267,67.3016801,2009
Union,13291,43.61816035,2009
Maui,15009,,2009
Adams,16003,51.2049397,2009
Bannock,16005,54.07957804,2009
Blaine,16013,54.9334289,2009
Butte,16023,52.39458192,2009
Camas,16025,55.89449573,2009
Cassia,16031,60.1825766,2009
Clearwater,16035,44.46108293,2009
Franklin,16041,56.4986954,2009
Fremont,16043,53.01053577,2009
Idaho,16049,49.42779294,2009
Lewis,16061,66.73180349,2009
Alexander,17003,61.70283169,2009
Cass,17017,71.90905913,2009
Clinton,17027,70.67584828,2009
DuPage,17043,29.37029541,2009
McDonough,17109,72.67760465,2009
Mason,17125,72.9669166,2009
Pulaski,17153,69.82329543,2009
Allen,18003,61.12373835,2009
Gibson,18051,70.766979,2009
Harrison,18061,56.06198639,2009
Jackson,18071,62.69955203,2009
Miami,18103,69.67269102,2009
Perry,18123,49.11536019,2009
Pulaski,18131,73.76769954,2009
Wells,18179,73.73047566,2009
Cass,19029,76.95011197,2009
Goliad,48175,65.38572434,2009
Grimes,48185,68.29014733,2009
Hidalgo,48215,64.303753,2009
Houston,48225,62.56483415,2009
Irion,48235,51.83682417,2009
Kleberg,48273,68.3844077,2009
Lamar,48277,68.87308631,2009
Martin,48317,63.52083115,2009
Newton,48351,57.96332287,2009
Orange,48361,59.39347641,2009
Rains,48379,67.19927349,2009
Robertson,48395,68.95478487,2009
San Patricio,48409,72.70539229,2009
Smith,48423,59.49741434,2009
Terrell,48443,51.9096817,2009
Travis,48453,45.30334728,2009
Van Zandt,48467,70.12662715,2009
Walker,48471,57.16643158,2009
Washington,48477,71.38393519,2009
Wharton,48481,75.83611796,2009
Winkler,48495,50.46808447,2009
Wood,48499,61.34533254,2009
Beaver,49001,50.4597919,2009
Box Elder,49003,45.74684061,2009
Duchesne,49013,50.03147767,2009
Emery,49015,50.50674109,2009
Grand,49019,49.60557776,2009
Kane,49025,48.41275042,2009
Tooele,49045,43.17243643,2009
Windsor,50027,44.94359774,2009
Nicholas,21181,61.28027694,2009
Owsley,21189,43.52073111,2009
Pike,21195,41.07778854,2009
Whitley,21235,45.2490523,2009
Wolfe,21237,45.13997098,2009
Ascension,22005,66.78526325,2009
Beauregard,22011,58.52196712,2009
Bienville,22013,54.30401616,2009
Bossier,22015,57.19947913,2009
Catahoula,22025,73.11707384,2009
Concordia,22029,77.69937147,2009
LaSalle,22059,58.37470517,2009
Livingston,22063,61.66383814,2009
Natchitoches,22069,59.54007067,2009
Ouachita,22073,61.44716811,2009
Rapides,22079,60.42476625,2009
St. Landry,22097,78.61139035,2009
Vermilion,22113,75.51033024,2009
Webster,22119,54.45951323,2009
West Carroll,22123,79.46310267,2009
Sagadahoc,23023,45.53862295,2009
Waldo,23027,49.39328874,2009
Anne Arundel,24003,39.75817847,2009
Calvert,24009,44.63697034,2009
Caroline,24011,71.03567969,2009
Garrett,24023,47.2147019,2009
Harford,24025,51.95700907,2009
Howard,24027,44.41988981,2009
Washington,24043,53.93740939,2009
Barnstable,25001,34.2200557,2009
Baraga,26013,55.4868689,2009
Delta,26041,70.44027464,2009
Iron,26071,55.23432369,2009
Presque Isle,26141,66.70335268,2009
St. Clair,26147,62.61601838,2009
Wayne,26163,29.51734887,2009
Big Stone,27011,73.96294234,2009
Brown,27015,76.42181348,2009
Cass,27021,54.71794211,2009
Cook,27031,51.00181234,2009
Isanti,27059,71.13684361,2009
Kittson,27069,78.21475492,2009
Lake,27075,56.68388671,2009
St. Louis,27137,60.57924913,2009
Wright,27171,65.47041877,2009
Attala,28007,56.26370373,2009
Bolivar,28011,77.49728222,2009
Claiborne,28021,53.27726732,2009
Holmes,28051,62.88967587,2009
Newton,28101,59.71737525,2009
Warren,28149,59.85454782,2009
Washington,28151,75.61215121,2009
Yazoo,28163,67.03483605,2009
Boone,29019,58.23314952,2009
Butler,29023,65.32443192,2009
Callaway,29027,59.55898774,2009
Carroll,29033,73.26826323,2009
Chariton,29041,73.56573348,2009
Dunklin,29069,77.40617799,2009
Henry,29083,68.90729315,2009
Lincoln,29113,62.73359199,2009
Perry,29157,59.49218438,2009
Putnam,29171,67.29721617,2009
St. Louis,29189,32.3634113,2009
Stoddard,29207,74.96719363,2009
Worth,29227,71.09148093,2009
Carbon,30009,55.50604148,2009
Flathead,30029,46.70639709,2009
Lake,30047,50.5133807,2009
Lincoln,30053,43.80434991,2009
Pondera,30073,70.295848,2009
Richland,30083,70.78965861,2009
Deuel,31049,76.57477331,2009
Hooker,31091,70.53063993,2009
McPherson,31117,71.02587151,2009
Coos,33007,46.75157373,2009
Strafford,33017,46.40849589,2009
Hunterdon,34019,52.47662065,2009
Mercer,34021,46.19086165,2009
Morris,34027,42.44345475,2009
Passaic,34031,36.21669012,2009
Salem,34033,69.9569858,2009
Warren,34041,51.53820392,2009
De Baca,35011,52.35966223,2009
Luna,35029,55.38974568,2009
Mora,35033,53.38406496,2009
San Juan,35045,51.85657553,2009
Delaware,36025,46.85936453,2009
Jefferson,36045,58.98016841,2009
Livingston,36051,61.76376814,2009
Madison,36053,59.24155278,2009
Nassau,36059,26.96126013,2009
Oneida,36065,54.90642655,2009
Oswego,36075,51.94329766,2009
Otsego,36077,54.52168639,2009
Suffolk,36103,29.55456115,2009
Ashe,37009,47.84453679,2009
Bladen,37017,66.36742019,2009
Burke,37023,44.19966374,2009
Caldwell,37027,43.18681793,2009
Columbus,37047,68.10044604,2009
Hertford,37091,62.49288663,2009
Hyde,37095,73.61261745,2009
Lee,37105,47.43950223,2009
Madison,37115,44.55154882,2009
Mitchell,37121,42.34774875,2009
Pasquotank,37139,72.5872856,2009
Robeson,37155,73.73264642,2009
Sampson,37163,67.7657011,2009
Wilkes,37193,46.8753132,2009
Yancey,37199,43.27914238,2009
Ramsey,38071,69.87401987,2009
Rolette,38079,70.17655016,2009
Sioux,38085,69.61458198,2009
Traill,38097,78.5043235,2009
Williams,38105,73.40778526,2009
Fulton,39051,73.35939246,2009
Hamilton,39061,31.80322929,2009
Lucas,39095,47.29951176,2009
Ottawa,39123,67.24854486,2009
Blaine,40011,69.91998993,2009
Jackson,40065,68.76474134,2009
Le Flore,40079,53.60078903,2009
McCurtain,40089,53.2722239,2009
Pawnee,40117,58.22207175,2009
Seminole,40133,55.6775654,2009
Benton,41003,55.0129537,2009
Clatsop,41007,49.43376103,2009
Gilliam,41021,68.72527281,2009
Josephine,41033,46.17091184,2009
Klamath,41035,49.00542428,2009
Lane,41039,45.77020495,2009
Linn,41043,52.72744347,2009
Malheur,41045,57.66367856,2009
Marion,41047,56.0834892,2009
Union,41061,52.24652081,2009
Allegheny,42003,32.33906306,2009
Bucks,42017,44.92258703,2009
